subject_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fog_label,gait_label
1,0.2640429999999999,-0.501943,0.272902,0.620251,0.301361,-0.041287,0,walking
2,0.373215,-0.367383,-0.232791,1.6338,0.250318,0.388874,0,walking
3,0.533017,0.243561,-0.658187,2.354015,-0.8729520000000001,0.680559,0,walking
4,0.622308,0.810376,-0.713828,2.143152,0.107099,0.863701,0,walking
5,0.61971,0.93588,0.383576,0.2252449999999999,1.432145,0.435205,0,walking
6,0.216548,-0.395805,0.6718529999999999,0.4110229999999999,0.5541739999999999,-0.477839,0,walking
7,0.379215,-1.300016,-0.29815,1.090106,1.642902,0.260446,0,walking
8,0.543122,-0.937895,-0.881749,1.383168,1.452061,1.354484,0,walking
9,0.339062,0.185218,-0.935301,0.5802229999999999,-0.069516,1.874254,0,walking
10,-0.265125,1.115165,-0.193404,0.516794,-1.1211799999999998,0.924441,0,walking
11,-0.843001,0.691114,0.2851599999999999,1.288849,0.85093,-0.347082,0,walking
12,-0.129529,-0.1421859999999999,-0.074264,1.744052,1.736436,-0.806509,0,walking
13,0.432622,-0.546182,-0.39139,1.579124,0.717478,-0.259426,0,walking
14,0.5966279999999999,-0.558596,-0.367145,0.850841,-0.758754,0.311014,0,walking
15,0.177448,-0.118295,0.260287,0.618155,-0.936069,0.632219,0,walking
16,0.055702,0.0014869999999999,0.379391,0.752283,0.136389,0.58478,0,walking
17,0.009654,0.03229,0.142326,0.8428379999999999,1.077584,0.367357,0,walking
18,0.063157,-0.007934,-0.038557,0.920669,1.215088,0.279062,0,walking
19,0.025639,-0.031493,-0.0596419999999999,0.87489,0.778419,0.295325,0,walking
20,-0.156366,-0.092912,0.064502,0.8513639999999999,0.5663600000000001,0.33282,0,walking
21,-0.164124,-0.0621279999999999,0.0606289999999999,0.93475,0.413546,0.3806,0,walking
22,-0.100822,-0.023672,0.0354019999999999,1.073536,0.266835,0.45226,0,walking
23,-0.0719549999999999,0.045952,0.0503399999999999,1.293916,0.190323,0.4806029999999999,0,walking
24,-0.08204,0.000383,0.162215,1.2343030000000002,0.34969,0.372092,0,walking
25,-0.125902,0.053863,0.252261,0.7914979999999999,0.285404,0.315671,0,walking
26,-0.083351,0.1690809999999999,0.224991,0.458505,0.4041119999999999,0.222394,0,walking
27,-0.072788,0.265515,0.137672,0.106349,0.451946,0.287171,0,walking
28,-0.1423849999999999,0.306002,0.179022,-0.003892,0.336365,0.249161,0,walking
29,-0.092981,0.2005559999999999,0.2330429999999999,-0.187422,0.6115619999999999,0.05311,0,walking
30,-0.074664,0.394716,0.192263,-0.530098,0.550922,-0.202375,0,walking
31,-0.282436,0.29834,0.1042,-1.208803,0.409789,-0.549834,0,walking
32,-0.227965,0.336831,0.141975,-1.7984950000000002,0.02908,-1.002118,0,walking
33,0.047725,0.34911,0.496403,-2.944274,0.285522,-1.001904,0,walking
34,0.348832,0.211473,0.2443989999999999,-3.25465,1.013248,-0.768928,0,walking
35,0.6140220000000001,0.154853,-0.323549,-3.202968,0.992378,-0.656377,0,walking
36,0.585063,0.3961119999999999,-0.052896,-2.757952,1.271047,-0.401525,0,walking
37,0.319396,0.507494,0.02999,-2.416627,1.93047,-0.435237,0,walking
38,-0.049826,0.395923,-0.105736,-2.389612,0.877432,-0.8545790000000001,0,walking
39,-0.1268099999999999,0.231254,-0.073982,-2.214824,0.707964,-0.983464,0,walking
40,0.025866,0.066373,-0.2493449999999999,-1.639916,0.530881,-0.8873540000000001,0,walking
41,0.141391,-0.0746759999999999,-0.471389,-1.531223,-0.250183,-0.927254,0,walking
42,0.221879,-0.191625,-0.54442,-1.7628549999999998,-1.365224,-1.068449,0,walking
43,0.247763,-0.368798,-0.4213229999999999,-1.800245,-2.078866,-1.05925,0,walking
44,0.246858,-0.478936,-0.3206239999999999,-1.365366,-1.844248,-0.96785,0,walking
45,0.229553,-0.464346,-0.3663369999999999,-0.982998,-1.489763,-0.703919,0,walking
46,0.268702,-0.4328939999999999,-0.372725,-0.644927,-1.301137,-0.482814,0,walking
47,0.2903489999999999,-0.394712,-0.40689,-0.234269,-1.385296,-0.305718,0,walking
48,0.22238,-0.499729,-0.355107,0.217096,-1.194759,-0.127621,0,walking
49,0.17733,-0.520408,-0.298906,0.75681,-0.805349,0.057248,0,walking
50,0.047766,-0.5247609999999999,-0.201377,1.432498,-0.503938,0.285908,0,walking
51,0.0136569999999999,-0.402398,-0.070363,1.959174,-0.282223,0.593746,0,walking
52,-0.019681,-0.284215,0.040667,2.023152,-0.554936,0.804982,0,walking
53,-0.00779,0.28799,0.6388560000000001,1.254393,-0.779856,0.709102,0,walking
54,-0.086287,0.935276,0.925473,-0.083125,-0.4250859999999999,0.262402,0,walking
55,0.0089459999999999,0.963866,0.706394,-0.697669,-0.43072,-0.458661,0,walking
56,0.161724,0.466211,0.229269,-0.396552,-0.215529,-1.252658,0,walking
57,0.217503,-0.078863,0.188075,-0.359726,-0.604336,-1.289291,0,walking
58,0.2997039999999999,-0.300755,0.262059,-0.155883,-0.7817350000000001,-0.527065,0,walking
59,0.305463,-0.326584,0.242136,0.022593,-0.898466,0.004169,0,walking
60,0.215626,0.591952,-0.387412,0.726758,-0.314521,0.12907,0,walking
61,0.279395,0.7815840000000001,-0.8970870000000001,0.214184,0.106563,-0.300202,0,walking
62,0.2457079999999999,-0.122103,-0.305084,-0.06262,1.517141,-1.162794,0,walking
63,0.596581,-1.519725,-0.04687,1.003218,0.569924,-0.4426989999999999,0,walking
64,0.812411,-1.638944,-0.149065,1.068292,0.1738569999999999,1.309079,0,walking
65,-0.12205,0.368258,-0.292363,1.545484,1.360132,1.006449,0,walking
66,-0.041399,1.0784129999999998,-0.869253,1.870997,1.6920380000000002,0.839518,0,walking
67,0.025238,0.689045,-0.459566,1.152807,1.076873,0.256313,0,walking
68,0.0597929999999999,-0.160639,0.13894,1.085509,-0.120405,0.025573,0,walking
69,0.26791,-0.226221,-0.1425,1.80934,0.221275,0.2652,0,walking
70,0.286983,-0.19991,-0.233494,1.932073,0.276057,0.311921,0,walking
71,0.162465,-0.214688,-0.283928,1.411367,0.31176,0.359513,0,walking
72,0.01544,-0.120088,-0.159957,1.20318,0.481055,0.560804,0,walking
73,-0.018238,0.0526779999999999,0.009758,1.141655,0.333153,0.571246,0,walking
74,-0.04595,0.034847,0.115798,1.219111,0.373774,0.469185,0,walking
