subject_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fog_label,gait_label
1,1.287384,0.73761,-0.304112,-0.2086,2.909475,0.231978,0,downstairs
2,1.613053,0.139585,-0.287351,0.632706,2.884507,1.748352,0,downstairs
3,-0.022006,-0.271092,0.485052,0.229848,-1.20554,0.880178,0,downstairs
4,-0.2702989999999999,-0.227464,0.5611149999999999,0.037416,-1.638437,-0.18456,0,downstairs
5,-0.599142,0.5543560000000001,0.126544,-0.334525,-0.654217,-1.435034,0,downstairs
6,-0.098724,0.481464,0.253556,-0.11893,-1.12905,-1.69143,0,downstairs
7,0.433214,0.257548,0.159149,-0.255765,-0.34909,-1.085567,0,downstairs
8,0.305676,0.057488,-0.05803,-0.47162,-0.21709,-0.8768,0,downstairs
9,0.072241,0.209245,-0.151613,-0.404161,0.001353,-0.950316,0,downstairs
10,0.0348589999999999,0.157146,-0.156394,-0.040241,-0.322357,-1.298804,0,downstairs
11,0.285965,-0.02294,-0.191116,0.322393,-0.307907,-1.497115,0,downstairs
12,0.544452,-0.216057,-0.241413,0.7257939999999999,-0.341985,-1.316929,0,downstairs
13,0.6271800000000001,-0.260579,-0.266275,1.311004,-0.32728,-0.707179,0,downstairs
14,0.492077,-0.265218,-0.260729,1.891881,-0.533198,-0.066197,0,downstairs
15,0.468772,-0.0607659999999999,0.215381,2.332698,-0.890619,0.488543,0,downstairs
16,0.4638069999999999,0.151377,0.359516,2.26552,-1.066045,1.258486,0,downstairs
17,0.405129,0.752102,0.6520729999999999,1.7532880000000002,-1.483038,1.819464,0,downstairs
18,0.109556,0.850038,0.8077979999999999,1.248815,-2.050353,2.403121,0,downstairs
19,0.034785,0.601366,0.542629,0.421406,-0.958774,2.669407,0,downstairs
20,0.256847,0.948354,-0.019088,-0.1809589999999999,-0.899849,3.107368,0,downstairs
21,0.461822,1.183466,0.184663,-0.436226,-0.744308,3.32544,0,downstairs
22,0.484651,0.664671,0.233092,-1.027197,-0.432583,3.139314,0,downstairs
23,0.450384,0.454765,0.331156,-1.389964,-2.119701,3.117578,0,downstairs
24,0.259963,0.476192,0.5280229999999999,-1.699185,-3.5331940000000004,3.087319,0,downstairs
25,0.005206,0.377594,0.53494,-1.672996,-3.454468,2.558631,0,downstairs
26,-0.2102659999999999,0.313632,0.516359,-1.7814849999999998,-3.287434,2.174168,0,downstairs
27,-0.264583,0.135023,0.6620149999999999,-1.926461,-4.115139,2.030006,0,downstairs
28,-0.278904,-0.075373,0.7781939999999999,-2.184576,-4.503458,1.86099,0,downstairs
29,-0.461126,-0.265702,0.809244,-2.390181,-4.720087,1.335334,0,downstairs
