subject_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fog_label,gait_label
1,-0.01318,0.000648,0.004598,-0.003005,-0.091072,0.0021739999999999,0,standing
2,-0.012115,0.004201,-0.006045,-0.007205,-0.0761429999999999,0.002126,0,standing
3,-0.012639,0.003967,-0.005967,0.000368,-0.04849,0.006416,0,standing
4,-0.015423,0.006152,-0.014894,-0.003822,-0.026125,0.011699,0,standing
5,-0.0090569999999999,0.004636,-0.02164,0.020835,0.003603,0.015038,0,standing
6,-0.002351,0.007781,-0.026685,0.0411819999999999,0.024821,0.019426,0,standing
7,0.000611,0.005894,-0.004062,0.067051,0.049261,0.027036,0,standing
8,-0.009009,0.0003819999999999,-0.003007,0.12814,0.1108329999999999,0.0273829999999999,0,standing
9,-0.007183,-0.00418,-0.0069,0.120433,0.044864,0.0145949999999999,0,standing
10,0.00344,-0.0017929999999999,-0.02681,0.143894,0.034164,0.006227,0,standing
11,-0.007519,-0.0097,0.027676,0.204758,0.040364,0.001303,0,standing
12,-0.014293,-0.01212,0.058957,0.108568,-0.001894,-0.003587,0,standing
13,0.012103,0.006022,0.017627,-0.03221,0.020922,0.007151,0,standing
14,0.027656,0.007145,-0.017629,-0.059694,0.091271,0.020755,0,standing
15,0.010854,0.00376,-0.005556,-0.061708,0.1348859999999999,0.037777,0,standing
16,-0.013387,0.007475,-0.010368,-0.05004,0.11887,0.036811,0,standing
17,-0.0275079999999999,0.01054,-0.018604,-0.033119,0.06775,0.018835,0,standing
18,-0.015874,0.010208,-0.016912,-0.019197,0.065627,0.0050479999999999,0,standing
19,-0.001491,0.005026,-0.011565,-0.00837,0.1049869999999999,0.009346,0,standing
20,0.002759,0.006077,-0.009096,-0.0018679999999999,0.133701,0.015764,0,standing
21,0.003457,0.002703,0.000259,-0.000801,0.134759,0.016838,0,standing
22,0.011743,-0.002501,0.010801,-0.00937,0.126271,0.015721,0,standing
23,0.017102,0.000529,0.008843,-0.020077,0.12203,0.019924,0,standing
24,0.009781,0.0054009999999999,-0.000864,-0.030836,0.099705,0.017741,0,standing
25,0.008764,0.007379,-0.007449,-0.0330709999999999,0.0699149999999999,0.010286,0,standing
26,0.011273,0.0017,-0.0057659999999999,-0.02345,0.076265,0.012482,0,standing
27,-0.002812,0.005956,-0.003536,-0.02123,0.100737,0.017807,0,standing
28,-0.004956,0.005252,-0.009597,-0.022316,0.098602,0.019939,0,standing
29,0.001484,0.007379,-0.007923,-0.0094849999999999,0.103887,0.018953,0,standing
30,0.00588,0.006224,-0.001107,0.002303,0.115564,0.019021,0,standing
31,0.0073599999999999,0.004892,0.002639,0.00549,0.111296,0.01798,0,standing
32,0.003985,0.001887,0.002178,0.009757,0.1112809999999999,0.0180099999999999,0,standing
33,0.00456,0.0002569999999999,0.007251,0.010848,0.118726,0.020145,0,standing
34,0.005902,0.000223,0.01045,0.0076709999999999,0.125124,0.021182,0,standing
35,0.007205,-0.0035159999999999,0.004915,-0.004136,0.107065,0.018987,0,standing
36,0.016019,-0.0033439999999999,0.002195,-0.002026,0.10067,0.017941,0,standing
37,0.011335,0.001338,0.00843,-0.002007,0.102809,0.015802,0,standing
38,0.006077,-0.000532,0.007034,-0.009566,0.0762289999999999,0.0093739999999999,0,standing
39,0.013768,0.0005769999999999,0.0018629999999999,-0.0128,0.0613559999999999,0.001893,0,standing
40,0.012562,0.000941,0.000939,-0.00959,0.062414,0.000846,0,standing
41,0.010633,0.00116,0.001524,-0.010705,0.051766,0.000852,0,standing
42,0.015209,0.004047,-0.000117,-0.013958,0.037937,-0.00129,0,standing
43,0.016526,0.002505,-0.001269,-0.007576,0.032592,-0.002306,0,standing
44,0.013857,0.005085,-0.000847,-0.004409,0.025124,-0.002275,0,standing
45,0.012041,0.002723,-0.007542,-0.005534,0.011284,-0.003333,0,standing
46,0.00754,0.003437,-0.003264,-0.0034049999999999,0.0112719999999999,-0.00225,0,standing
47,0.002247,0.001942,-0.00356,-0.002348,0.0080769999999999,-0.003307,0,standing
48,0.006169,0.002346,-0.0042369999999999,-0.003462,-0.002572,-0.0033009999999999,0,standing
49,0.009966,0.00195,-0.004376,0.000796,-0.002595,-0.001135,0,standing
50,-0.005579,0.0106629999999999,-0.004963,0.000863,0.011257,-0.0022199999999999,0,standing
51,-0.002814,0.002439,-0.012802,-0.003477,-0.011073,-0.008631,0,standing
52,0.001642,-0.002398,0.004996,0.0138599999999999,0.0187659999999999,-0.0074959999999999,0,standing
53,-0.000495,-0.002169,0.004757,0.00533,0.023044,-0.004357,0,standing
54,0.004625,-0.001984,0.002689,-0.003315,-0.000366,-0.003319,0,standing
55,0.012078,0.00689,0.001971,-0.000148,-0.004651,-8.7e-05,0,standing
56,0.004038,0.007297,-0.011173,0.000914,-0.006781,-0.001145,0,standing
57,0.0069459999999999,0.008017,-0.0141409999999999,-0.002363,-0.024876,-0.0022129999999999,0,standing
58,0.001588,0.003892,0.00013,0.016993,0.011268,1.3e-05,0,standing
59,0.000384,0.000977,-0.002337,0.007344,-0.000412,-0.001108,0,standing
60,0.002528,0.00274,-0.003456,0.005153,-0.014249,-0.0021739999999999,0,standing
61,0.001667,0.00375,-0.0032479999999999,0.003048,-0.012514,-0.003397,0,standing
62,0.0002299999999999,0.005029,-0.006509,0.004091,-0.021027,-0.006584,0,standing
63,-0.000235,0.00297,-0.006923,0.008368,-0.015729,-0.003356,0,standing
64,-0.002532,0.002843,-0.005887,0.007349,-0.008255,-0.0065769999999999,0,standing
65,-0.004101,0.001349,0.001303,0.004182,0.000274,-0.005542,0,standing
66,-0.001926,0.003123,0.002404,0.00311,0.000273,-0.004482,0,standing
67,-0.001424,0.002572,0.001183,0.000972,0.000276,-0.003428,0,standing
68,-0.001851,0.0017399999999999,-0.001495,0.0021079999999999,0.008427,-0.00159,0,standing
69,-0.004104,0.003402,-0.001852,0.002132,0.015875,0.000537,0,standing
70,-0.0064849999999999,0.002827,-0.005571,0.005361,0.021194,-0.000515,0,standing
71,-0.003731,0.0028399999999999,-0.006267,0.00748,0.017991,-0.000496,0,standing
72,-0.000676,0.004703,-0.005309,0.009633,0.024367,0.0016469999999999,0,standing
73,0.0015869999999999,0.00233,0.000798,0.011772,0.026486,0.002727,0,standing
74,0.004224,0.001753,0.001127,0.010686,0.0232889999999999,0.003792,0,standing
75,0.004815,0.00349,0.001682,0.006442,0.0265089999999999,0.001622,0,standing
76,0.001431,0.003149,-0.002184,0.0043939999999999,0.0216449999999999,0.001353,0,standing
77,0.002871,0.003054,0.000839,0.00437,0.014196,-0.000774,0,standing
78,0.005588,0.004038,-0.004053,0.00116,0.013138,0.000273,0,standing
79,0.005532,0.008815,0.000214,0.00327,0.009926,0.002428,0,standing
80,0.00591,0.008354,0.006032,0.008523,-0.002897,0.007823,0,standing
81,0.002254,-0.002477,0.00771,0.010676,-0.000765,0.005699,0,standing
82,0.000212,-0.01165,0.0077709999999999,0.008614,0.012038,0.002463,0,standing
83,-0.004219,-0.008825,0.006488,-0.007389,0.005728,-0.00405,0,standing
84,9.5e-05,-0.004134,0.002987,-0.01901,0.001353,-0.012806,0,standing
85,0.0105069999999999,-0.002707,-0.005591,-0.016833,0.00775,-0.016004,0,standing
86,0.00848,-0.000286,-0.011401,-0.017928,0.003484,-0.0138699999999999,0,standing
87,0.005428,0.006812,-0.0125379999999999,-0.021119,0.006687,-0.012828,0,standing
88,0.004568,0.008024,-0.014805,-0.015742,0.019438,-0.009602,0,standing
89,0.000864,0.01062,-0.016801,-0.008269,0.024722,-0.005284,0,standing
90,0.005074,0.007361,-0.015,0.0045,0.022525,0.000149,0,standing
91,0.008316,0.004417,-0.003479,0.009829,0.027807,0.006589,0,standing
92,0.004595,0.002294,0.0034549999999999,0.004534,0.0334,0.009696,0,standing
93,-0.005727,0.002445,-0.004282,-0.000776,0.038745,0.0096519999999999,0,standing
94,-0.008177,0.0035479999999999,-0.006314,0.000291,0.034497,0.005392,0,standing
95,0.001059,0.000917,0.0022789999999999,-0.002919,0.027073,3.8e-05,0,standing
96,0.0035259999999999,0.00054,0.003209,-0.006125,0.024958,-0.00105,0,standing
97,0.0075569999999999,0.003076,-0.00011,-0.006163,0.019619,0.0021609999999999,0,standing
98,0.009223,0.001562,0.003064,-0.002991,0.011094,5.8e-05,0,standing
99,0.011805,0.001655,0.003452,0.000156,-0.0006349999999999,9.5e-05,0,standing
100,0.012922,0.00247,0.004978,-0.003124,-0.0074709999999999,0.002225,0,standing
101,0.007836,0.003746,0.000875,-0.003129,-0.011719,-0.000975,0,standing
102,0.005855,0.0041789999999999,-0.000408,5.8e-05,-0.0149259999999999,-0.000948,0,standing
103,0.003836,0.0021579999999999,0.003129,4.3e-05,-0.023427,-0.006279,0,standing
104,0.003065,0.000484,0.001462,-0.003186,-0.031929,-0.008427,0,standing
105,0.000461,7.099999999999999e-05,0.00375,2.4e-05,-0.02981,-0.008407,0,standing
106,-0.002036,0.0016129999999999,0.003786,-0.002119,-0.029811,-0.006286,0,standing
107,0.001663,0.001629,0.001553,-0.00854,-0.032989,-0.005258,0,standing
108,0.0040079999999999,0.004132,0.000223,-0.00853,-0.025553,7.3e-05,0,standing
109,-0.002095,0.007258,2.3e-05,-0.008597,-0.019619,7.3e-05,0,standing
110,-0.004331,0.006973,-0.008603,-0.003268,-0.022825,-0.002022,0,standing
111,-0.004332,0.004795,-0.003535,0.0021,-0.017509,-0.004128,0,standing
112,-0.00644,0.001221,-0.0019329999999999,0.009592,-0.012209,-0.004083,0,standing
113,-0.004897,0.0014269999999999,-6.2e-05,0.0085209999999999,-0.0132699999999999,-0.004089,0,standing
114,-0.002187,0.0013,0.002391,0.006396,-0.010071,-0.003039,0,standing
115,-0.002055,-0.000341,0.007069,5e-06,-0.005796,-0.000953,0,standing
116,-0.00029,0.00205,0.001477,-0.003307,-0.008315,9.3e-05,0,standing
117,0.000127,0.004682,0.000124,-0.006526,-0.013626,-0.00099,0,standing
118,0.002736,0.0074629999999999,-0.001117,-0.0043729999999999,-0.009372,-0.000981,0,standing
119,-0.002804,0.003283,-0.00282,-0.003297,-0.0072459999999999,-0.000976,0,standing
120,-0.002428,0.0023829999999999,-0.002527,0.003109,-0.006203,-0.000933,0,standing
121,-0.001408,0.001421,0.002214,0.007381,-0.005152,-0.000904,0,standing
122,-0.002264,0.00308,0.002257,0.005247,-0.003023,0.001215,0,standing
123,0.000338,0.0013,0.003116,0.007381,-0.001969,0.002296,0,standing
124,0.000308,0.0031739999999999,0.003508,0.0041909999999999,-0.005576,0.00234,0,standing
125,-0.000896,0.0033829999999999,-0.0015539999999999,0.005229,-0.01091,0.0034219999999999,0,standing
126,0.0009519999999999,0.001105,0.005994,0.004177,-0.007711,0.00341,0,standing
127,0.000665,-0.001438,0.0053409999999999,-6.2e-05,-0.000243,0.0044399999999999,0,standing
128,0.0004309999999999,0.000773,0.0026449999999999,-0.001157,-0.007692,0.0033729999999999,0,standing
129,-0.002072,0.001529,-0.003104,0.005263,-0.007697,-0.000855,0,standing
130,-0.003799,0.002816,0.005144,0.002062,-0.006625,0.0001899999999999,0,standing
131,-0.002156,0.00361,0.0004969999999999,-7.6e-05,-0.007683,0.000176,0,standing
132,0.000771,0.000825,0.001746,0.00317,-0.005,0.002352,0,standing
133,0.0017699999999999,0.002374,0.002722,0.0042369999999999,-0.002881,0.004493,0,standing
134,-0.00276,0.000569,0.001689,0.003146,-0.008204,0.004492,0,standing
135,0.0015689999999999,0.006113,0.00486,0.009552,-0.0103439999999999,0.001335,0,standing
136,0.005705,0.0016769999999999,0.006608,0.007442,-0.008193,-0.001887,0,standing
137,0.005562,-0.000112,0.001347,0.00107,-0.001779,-0.0019399999999999,0,standing
138,-0.004201,0.000443,-0.000319,0.005332,-0.002859,-0.0019089999999999,0,standing
139,-0.004934,0.0017809999999999,-0.002809,0.004289,-0.000712,-0.005123,0,standing
140,0.0069209999999999,0.0020329999999999,-0.000272,0.004365,0.002363,-0.004009,0,standing
141,0.010527,0.003016,0.000479,0.003284,0.0012929999999999,-0.0018789999999999,0,standing
142,0.007807,0.004548,-0.002904,0.002208,0.001288,0.00025,0,standing
143,0.008083,0.00253,-0.00293,0.005384,-0.002989,0.001346,0,standing
144,0.007392,0.003694,-0.0032259999999999,0.00748,-0.010457,0.002438,0,standing
145,0.008819,0.002581,0.001553,0.007461,-0.014718,0.002444,0,standing
